id,estado,estado-slug,municipio,municipio-slug,poblacion,latitud,longitud,fecha,c-negativos,c-sospechosos,c-confirmados,c-defunciones,c-recuperados,d-negativos,d-sospechosos,d-confirmados,d-defunciones,d-recuperados,sospechosos-tasa-100k,confirmados-tasa-100k,activos,tasa-mortalidad
177,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-04-30,22,3,17,3,0,-1,-4,2,0,0,3.10,17.57,14,17.65%
178,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-04-30,212,36,40,6,2,9,-3,7,0,0,7.40,8.22,32,15.00%
179,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-04-30,39,52,67,5,9,1,5,4,0,0,50.78,65.43,53,7.46%
180,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-04-30,17,0,5,1,0,2,0,0,0,0,0.00,104.67,4,20.00%
181,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-01,614,241,602,58,87,12,50,13,3,9,24.38,60.91,457,9.63%
182,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-01,610,307,912,170,126,23,-3,53,17,9,18.70,55.56,616,18.64%
183,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-01,24,3,18,3,1,2,0,1,0,0,3.10,18.61,14,16.67%
184,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-01,214,36,42,7,2,2,0,2,1,0,7.40,8.63,33,16.67%
185,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-01,39,61,67,5,9,0,9,0,0,0,59.57,65.43,53,7.46%
186,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-01,17,0,5,1,0,0,0,0,0,0,0.00,104.67,4,20.00%
187,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-02,614,271,603,61,87,0,30,1,3,0,27.42,61.01,455,10.12%
188,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-02,610,324,912,176,143,0,17,0,6,17,19.74,55.56,593,19.30%
189,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-02,24,4,18,3,1,0,1,0,0,1,4.14,18.61,14,16.67%
190,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-02,241,22,51,7,2,27,-14,9,0,0,4.52,10.48,42,13.73%
191,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-02,39,61,67,5,9,0,0,0,0,0,59.57,65.43,53,7.46%
192,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-02,17,0,5,1,0,0,0,0,0,0,0.00,104.67,4,20.00%
193,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-03,615,276,609,61,87,1,5,6,0,0,27.92,61.61,461,10.02%
194,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-03,614,339,927,184,148,4,15,15,8,0,20.65,56.47,595,19.85%
195,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-03,24,5,24,3,1,0,1,6,0,0,5.17,24.81,20,12.50%
196,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-03,260,22,59,7,2,19,0,8,0,0,4.52,12.12,50,11.86%
197,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-03,39,62,69,5,9,0,1,2,0,0,60.54,67.38,55,7.25%
198,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-03,17,0,5,1,0,0,0,0,0,0,0.00,104.67,4,20.00%
199,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-04,576,262,635,62,89,-39,-14,26,1,2,26.51,64.24,484,9.76%
200,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-04,674,292,977,185,148,60,-47,50,1,5,17.79,59.52,644,18.94%
201,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-04,32,3,25,3,1,8,-2,1,0,0,3.10,25.84,21,12.00%
202,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-04,226,26,53,7,2,-34,4,-6,0,0,5.34,10.89,44,13.21%
203,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-04,53,42,83,5,9,14,-20,14,0,0,41.01,81.05,69,6.02%
204,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-04,18,2,15,1,0,1,2,10,0,0,41.87,314.00,14,6.67%
205,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-05,620,271,691,65,120,44,9,56,3,31,27.42,69.91,506,9.41%
206,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-05,662,308,983,195,164,-12,16,6,10,16,18.76,59.88,624,19.84%
207,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-05,30,7,26,3,1,-2,4,1,0,0,7.24,26.88,22,11.54%
208,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-05,240,38,55,7,2,14,12,2,0,0,7.81,11.30,46,12.73%
209,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-05,54,54,91,5,9,1,12,8,0,0,52.73,88.86,77,5.49%
210,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-05,28,0,16,1,0,10,-2,1,0,0,0.00,334.94,15,6.25%
211,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-06,620,240,727,69,131,0,-31,36,4,11,24.28,73.55,527,9.49%
212,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-06,662,281,1037,203,176,0,-27,54,8,12,17.12,63.17,658,19.58%
213,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-06,30,8,28,3,1,0,1,2,0,0,8.27,28.95,24,10.71%
214,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-06,240,44,56,9,2,0,6,1,2,0,9.04,11.51,45,16.07%
215,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-06,54,46,98,13,13,0,-8,7,8,4,44.92,95.70,72,13.27%
216,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-06,28,0,16,1,0,0,0,0,0,0,0.00,334.94,15,6.25%
217,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-07,678,205,815,77,151,58,-35,88,8,20,20.74,82.46,587,9.45%
218,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-07,687,265,1102,222,186,25,-16,65,19,10,16.14,67.13,694,20.15%
219,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-07,31,9,30,3,1,1,1,2,0,0,9.30,31.01,26,10.00%
220,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-07,250,46,68,11,4,10,2,12,2,2,9.45,13.97,53,16.18%
221,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-07,58,41,112,13,13,4,-5,14,0,0,40.04,109.37,86,11.61%
222,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-07,29,0,16,1,0,1,0,0,0,0,0.00,334.94,15,6.25%
223,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-08,684,171,858,85,175,6,-34,43,8,24,17.30,86.81,598,9.91%
224,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-08,694,283,1136,226,198,7,18,34,4,12,17.24,69.20,712,19.89%
225,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-08,31,10,30,3,1,0,1,0,0,0,10.34,31.01,26,10.00%
226,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-08,252,56,75,12,4,2,10,7,1,0,11.51,15.41,59,16.00%
227,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-08,58,44,112,13,13,0,3,0,0,0,42.97,109.37,86,11.61%
228,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-08,32,6,16,1,0,3,6,0,0,0,125.60,334.94,15,6.25%
229,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-09,721,239,911,86,203,37,68,53,1,28,24.18,92.17,622,9.44%
230,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-09,701,396,1190,255,198,7,113,54,29,0,24.12,72.49,737,21.43%
231,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-09,31,12,30,3,3,0,2,0,0,2,12.41,31.01,24,10.00%
232,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-09,291,35,90,13,4,39,-21,15,1,0,7.19,18.49,73,14.44%
233,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-09,58,67,112,14,18,0,23,0,1,5,65.43,109.37,80,12.50%
234,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-09,32,7,16,1,0,0,1,0,0,0,146.54,334.94,15,6.25%
235,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-10,726,243,942,96,198,5,4,31,10,0,24.58,95.30,648,10.19%
236,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-10,706,408,1216,274,203,5,12,26,19,0,24.85,74.08,739,22.53%
237,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-10,31,8,36,3,3,0,-4,6,0,0,8.27,37.22,30,8.33%
238,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-10,292,33,97,13,4,1,-2,7,0,0,6.78,19.93,80,13.40%
239,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-10,58,65,118,15,18,0,-2,6,1,0,63.47,115.23,85,12.71%
240,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-10,35,9,16,1,0,3,2,0,0,0,188.40,334.94,15,6.25%
241,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-11,729,240,949,99,212,3,-3,7,3,14,24.28,96.01,638,10.43%
242,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-11,708,417,1237,280,217,2,9,21,6,14,25.40,75.35,740,22.64%
243,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-11,31,8,36,4,3,0,0,0,1,0,8.27,37.22,29,11.11%
244,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-11,294,77,103,16,4,2,44,6,3,0,15.82,21.17,83,15.53%
245,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-11,59,66,120,16,20,1,1,2,1,2,64.45,117.18,84,13.33%
246,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-11,32,7,16,1,0,-3,-2,0,0,0,146.54,334.94,15,6.25%
247,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-12,733,291,996,101,221,4,51,47,2,9,29.44,100.77,674,10.14%
248,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-12,709,452,1247,292,227,1,35,10,12,10,27.53,75.96,728,23.42%
249,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-12,31,10,36,4,3,0,2,0,0,0,10.34,37.22,29,11.11%
250,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-12,294,99,105,18,5,0,22,2,2,1,20.34,21.58,82,17.14%
251,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-12,59,81,124,17,20,0,15,4,1,0,79.10,121.09,87,13.71%
252,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-12,33,7,16,1,0,1,0,0,0,0,146.54,334.94,15,6.25%
253,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-13,766,264,1093,107,230,33,-27,97,6,9,26.71,110.58,756,9.79%
254,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-13,737,337,1359,311,239,28,-115,112,19,12,20.53,82.79,809,22.88%
255,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-13,31,8,41,4,3,0,-2,5,0,0,8.27,42.38,34,9.76%
256,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-13,366,16,127,18,5,72,-83,22,0,0,3.29,26.10,104,14.17%
257,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-13,64,42,124,18,29,5,-39,0,1,9,41.01,121.09,77,14.52%
258,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-13,39,1,18,1,0,6,-6,2,0,0,20.93,376.81,17,5.56%
259,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-14,766,293,1121,116,254,0,29,28,9,24,29.64,113.41,751,10.35%
260,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-14,737,317,1404,327,245,0,-20,45,16,6,19.31,85.53,832,23.29%
261,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-14,31,9,41,4,3,0,1,0,0,0,9.30,42.38,34,9.76%
262,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-14,366,45,127,20,5,0,29,0,2,0,9.25,26.10,102,15.75%
263,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-14,64,45,124,18,33,0,3,0,0,4,43.94,121.09,73,14.52%
264,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-14,39,7,18,2,0,0,6,0,1,0,146.54,376.81,16,11.11%
265,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-15,795,213,1248,120,280,0,-80,127,4,26,21.55,126.26,848,9.62%
266,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-15,774,319,1427,343,260,0,2,23,16,15,19.43,86.93,824,24.04%
267,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-15,31,10,41,6,3,0,1,0,2,0,10.34,42.38,32,14.63%
268,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-15,368,9,141,20,5,0,-36,14,0,0,1.85,28.97,116,14.18%
269,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-15,64,43,124,18,35,0,-2,0,0,2,41.99,121.09,71,14.52%
270,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-15,39,2,19,3,0,0,-5,1,1,0,41.87,397.74,16,15.79%
271,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-16,834,269,1282,123,289,14,56,34,3,9,27.22,129.70,870,9.59%
272,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-16,830,269,1521,349,274,45,-50,94,6,14,16.39,92.66,898,22.95%
273,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-16,32,6,46,6,3,1,-4,5,0,0,6.20,47.55,37,13.04%
274,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-16,403,31,140,20,5,2,22,-1,0,0,6.37,28.77,115,14.29%
275,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-16,77,16,128,18,39,12,-27,4,0,4,15.62,124.99,71,14.06%
276,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-16,43,3,19,3,0,0,1,0,0,0,62.80,397.74,16,15.79%
277,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-17,855,304,1332,123,289,21,35,50,0,0,30.76,134.76,920,9.23%
278,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-17,844,278,1559,377,274,14,9,38,28,0,16.94,94.97,908,24.18%
279,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-17,32,7,46,7,3,0,1,0,1,0,7.24,47.55,36,15.22%
280,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-17,402,43,140,21,5,-1,12,0,1,0,8.84,28.77,114,15.00%
281,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-17,79,15,132,18,39,2,-1,4,0,0,14.65,128.90,75,13.64%
282,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-17,43,5,19,3,0,0,2,0,0,0,104.67,397.74,16,15.79%
283,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-18,855,253,1407,127,294,0,-51,75,4,5,25.60,142.35,986,9.03%
284,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-18,844,306,1568,380,295,0,28,9,3,21,18.64,95.52,893,24.23%
285,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-18,32,8,46,7,3,0,1,0,0,0,8.27,47.55,36,15.22%
286,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-18,402,31,153,21,5,0,-12,13,0,0,6.37,31.44,127,13.73%
287,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-18,79,19,132,20,39,0,4,0,2,0,18.55,128.90,73,15.15%
288,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-18,43,6,19,3,0,0,1,0,0,0,125.60,397.74,16,15.79%
289,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-19,915,207,1463,134,314,60,-46,56,7,20,20.94,148.01,1015,9.16%
290,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-19,864,247,1634,405,279,20,-59,66,25,-16,15.05,99.54,950,24.79%
291,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-19,32,5,49,7,4,0,-3,3,0,1,5.17,50.65,38,14.29%
292,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-19,426,38,155,21,7,24,7,2,0,2,7.81,31.85,127,13.55%
293,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-19,81,14,137,20,39,2,-5,5,0,0,13.67,133.78,78,14.60%
294,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-19,45,3,20,3,0,2,-3,1,0,0,62.80,418.67,17,15.00%
295,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-20,915,268,1500,134,325,0,61,37,0,11,27.11,151.76,1041,8.93%
296,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-20,864,248,1675,423,297,0,1,41,18,18,15.11,102.04,955,25.25%
297,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-20,32,10,49,7,4,0,5,0,0,0,10.34,50.65,38,14.29%
298,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-20,426,10,173,23,11,0,-28,18,2,4,2.05,35.55,139,13.29%
299,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-20,81,18,140,20,39,0,4,3,0,0,17.58,136.71,81,14.29%
300,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-20,45,2,20,3,0,0,-1,0,0,0,41.87,418.67,17,15.00%
301,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-21,944,236,1616,142,335,29,-32,116,8,10,23.88,163.49,1139,8.79%
302,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-21,893,248,1719,438,317,29,0,44,15,20,15.11,104.72,964,25.48%
303,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-21,33,12,49,7,4,1,2,0,0,0,12.41,50.65,38,14.29%
304,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-21,452,25,173,26,20,26,15,0,3,9,5.14,35.55,127,15.03%
305,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-21,82,20,140,22,40,1,2,0,2,1,19.53,136.71,78,15.71%
306,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-21,46,2,20,3,0,1,0,0,0,0,41.87,418.67,17,15.00%
307,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-22,971,259,1721,155,339,27,23,105,13,4,26.20,174.12,1227,9.01%
308,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-22,917,244,1783,448,343,24,-4,64,10,26,14.86,108.62,992,25.13%
309,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-22,35,8,51,7,5,2,-4,2,0,1,8.27,52.72,39,13.73%
310,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-22,461,30,184,31,26,9,5,11,5,6,6.16,37.81,127,16.85%
311,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-22,85,20,141,22,40,3,0,1,0,0,19.53,137.69,79,15.60%
312,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-22,46,4,20,3,0,0,2,0,0,0,83.73,418.67,17,15.00%
313,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-23,971,294,1847,155,357,0,35,126,0,18,29.74,186.86,1335,8.39%
314,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-23,917,256,1822,451,359,0,12,39,3,16,15.59,110.99,1012,24.75%
315,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-23,35,8,53,7,5,0,0,2,0,0,8.27,54.79,41,13.21%
316,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-23,461,19,190,33,27,0,-11,6,2,1,3.90,39.04,130,17.37%
317,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-23,85,9,149,22,41,0,-11,8,0,1,8.79,145.50,86,14.77%
318,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-23,46,3,21,3,0,0,-1,1,0,0,62.80,439.61,18,14.29%
319,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-24,999,360,1903,162,374,28,66,56,7,17,36.42,192.53,1367,8.51%
320,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-24,965,221,1854,466,371,48,-35,32,15,12,13.46,112.94,1017,25.13%
321,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-24,37,7,53,7,5,2,-1,0,0,0,7.24,54.79,41,13.21%
322,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-24,485,25,196,34,27,24,6,6,1,0,5.14,40.28,135,17.35%
323,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-24,94,16,149,23,41,9,7,0,1,0,15.62,145.50,85,15.44%
324,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-24,45,4,22,3,0,-1,1,1,0,0,83.73,460.54,19,13.64%
325,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-25,999,395,1928,172,378,0,35,25,10,4,39.96,195.06,1378,8.92%
326,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-25,965,240,1873,469,371,0,19,19,3,0,14.62,114.10,1033,25.04%
327,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-25,37,7,54,7,5,0,0,1,0,0,7.24,55.82,42,12.96%
328,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-25,485,23,199,35,27,0,-2,3,1,0,4.73,40.89,137,17.59%
329,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-25,94,20,149,23,41,0,4,0,0,0,19.53,145.50,85,15.44%
330,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-25,45,3,22,3,0,0,-1,0,0,0,62.80,460.54,19,13.64%
331,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-26,999,396,1989,178,386,0,1,61,6,8,40.06,201.23,1425,8.95%
332,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-26,965,251,1878,471,390,0,11,5,2,19,15.29,114.40,1017,25.08%
333,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-26,37,7,55,7,6,0,0,1,0,1,7.24,56.86,42,12.73%
334,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-26,485,19,219,35,28,0,-4,20,0,1,3.90,45.00,156,15.98%
335,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-26,94,21,152,23,41,0,1,3,0,0,20.51,148.43,88,15.13%
336,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-26,45,2,23,3,0,0,-1,1,0,0,41.87,481.47,20,13.04%
337,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-27,1070,375,2103,191,411,71,-21,114,13,25,37.94,212.76,1501,9.08%
338,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-27,997,197,1976,483,399,32,-54,98,12,9,12.00,120.37,1094,24.44%
339,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-27,41,7,55,7,6,4,0,0,0,0,7.24,56.86,42,12.73%
340,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-27,510,19,234,38,30,25,0,15,3,2,3.90,48.08,166,16.24%
341,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-27,104,10,160,23,41,10,-11,8,0,0,9.77,156.24,96,14.38%
342,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-27,49,3,23,3,0,4,1,0,0,0,62.80,481.47,20,13.04%
343,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-28,1139,400,2235,206,446,69,25,132,15,35,40.47,226.12,1583,9.22%
344,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-28,1015,188,2031,495,414,18,-9,55,12,15,11.45,123.72,1122,24.37%
345,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-28,41,7,57,8,8,0,0,2,1,2,7.24,58.92,41,14.04%
346,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-28,512,39,235,39,30,2,20,1,1,0,8.01,48.29,166,16.60%
347,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-28,106,12,162,23,42,2,2,2,0,1,11.72,158.19,97,14.20%
348,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-28,49,9,23,3,0,0,6,0,0,0,188.40,481.47,20,13.04%
349,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-29,1194,415,2312,213,466,55,15,77,7,20,41.99,233.91,1633,9.21%
350,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-29,1025,211,2048,519,428,10,23,17,24,14,12.85,124.76,1101,25.34%
351,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-29,42,6,57,8,9,1,-1,0,0,1,6.20,58.92,40,14.04%
352,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-29,525,37,246,42,30,13,-2,11,3,0,7.60,50.55,174,17.07%
353,"Baja California",BC,Tecate,TEC,102406,32.56,-116.62,2020-05-29,107,12,165,24,42,1,0,3,1,0,11.72,161.12,99,14.55%
354,"Baja California",BC,"San Quintin",SQ,4777,30.57,-115.94,2020-05-29,49,9,23,3,0,0,0,0,0,0,188.40,481.47,20,13.04%
355,"Baja California",BC,Mexicali,MXL,988417,32.61,-115.45,2020-05-30,1289,388,2400,237,496,95,-27,88,24,30,39.25,242.81,1667,9.88%
356,"Baja California",BC,Tijuana,TJ,1641570,32.50,-116.95,2020-05-30,1056,191,2089,526,444,31,-20,41,7,16,11.64,127.26,1119,25.18%
357,"Baja California",BC,Rosarito,ROS,96734,32.36,-117.06,2020-05-30,42,3,61,8,10,0,-3,4,0,1,3.10,63.06,43,13.11%
358,"Baja California",BC,Ensenada,ENS,486639,31.84,-116.61,2020-05-30,531,43,249,45,31,6,6,3,3,1,8.84,51.17,173,18.07%
